"N° ordine
(ex ID
Sepack)"	ID Sepack	Data Evasione	Richiedente	Nome pacchetto carta	"Descrizione campione
(Ex Identificazione del campione)
"	Codice analisi	"valore
(ex Nota parametro/analisi richiesta)"	"NotaParam
(Ex Nota generale sul campione)"
25-000411	25LD00940	2025-06-01	KÖR INNOVATIONS GERMANY GMBH		FBUKY2SHARPAKBRIDGWATERMASOU10	0007		prove in triplo
25-000411	25LD00940	2025-06-01	KÖR INNOVATIONS GERMANY GMBH		FBUKY2SHARPAKBRIDGWATERMASOU10	1123SQ		prove in triplo
25-000411	25LD00940	2025-06-01	KÖR INNOVATIONS GERMANY GMBH		FBUKY2SHARPAKBRIDGWATERMASOU10	1124SQ	1 h 150°C	prove in triplo
25-000411	25LD00940	2025-06-01	KÖR INNOVATIONS GERMANY GMBH		FBUKY2SHARPAKBRIDGWATERMASOU10	1127SQ		prove in triplo
25-000411	25LD00940	2025-06-01	KÖR INNOVATIONS GERMANY GMBH		FBUKY2SHARPAKBRIDGWATERMASOU10	3016M		prove in triplo
25-000414	25LD00945	2025-06-01	SIT S.P.A.		1042837010 - P20088MS035T - OPP COEX 20 +COEX 15 MET	1601UE	10gg 40°C	
25-000414	25LD00945	2025-06-01	SIT S.P.A.		1042837010 - P20088MS035T - OPP COEX 20 +COEX 15 MET	1602UE	10gg 40°C	
25-000414	25LD00945	2025-06-01	SIT S.P.A.		1042837010 - P20088MS035T - OPP COEX 20 +COEX 15 MET	1604UE	10gg 40°C	
25-000414	25LD00945	2025-06-01	SIT S.P.A.		1042837010 - P20088MS035T - OPP COEX 20 +COEX 15 MET	6015B	10gg 60°C	
25-000414	25LD00946	2025-06-01	SIT S.P.A.		1042837010 - P20088MS035T - OPP COEX 20 +COEX 15 MET	1123SQ		
25-000414	25LD00946	2025-06-01	SIT S.P.A.		1042837010 - P20088MS035T - OPP COEX 20 +COEX 15 MET	1124SQ		
25-000415	25LD01044	2025-06-03	CARTON PACK S.P.A.		Traduzione 	3014		
25-000418	25LD00950	2025-06-03	SMURFIT WESTROCK ITALIA S.P.A.		01-25 RUSTICHELLA 256038 TWIN KRAFT	6088E	10gg 60°C	per approfondimento RT ex campione 25LD00751
25-000422	25LD00967	2025-06-01	SIT S.P.A.		1042836010 - P20088MV0330 - Varnish + OPP COEX 15 + OPP coex MET barrier 18 	1601UE	10gg 40°C	
25-000422	25LD00967	2025-06-01	SIT S.P.A.		1042836010 - P20088MV0330 - Varnish + OPP COEX 15 + OPP coex MET barrier 18 	1602UE	10gg 40°C	
25-000422	25LD00967	2025-06-01	SIT S.P.A.		1042836010 - P20088MV0330 - Varnish + OPP COEX 15 + OPP coex MET barrier 18 	1604UE	10gg 40°C	
25-000422	25LD00967	2025-06-01	SIT S.P.A.		1042836010 - P20088MV0330 - Varnish + OPP COEX 15 + OPP coex MET barrier 18 	6015B	10gg 60°C	
25-000422	25LD00968	2025-06-01	SIT S.P.A.		1042836010 - P20088MV0330 - Varnish + OPP COEX 15 + OPP coex MET barrier 18 	1123SQ		
25-000422	25LD00968	2025-06-01	SIT S.P.A.		1042836010 - P20088MV0330 - Varnish + OPP COEX 15 + OPP coex MET barrier 18 	1124SQ		
25-000423	25LD00969	2025-06-04	SIT S.P.A.		6024430010 P10026BN0850 Paper – Polyethylene	1601DM	10gg 40°C	
25-000423	25LD00969	2025-06-04	SIT S.P.A.		6024430010 P10026BN0850 Paper – Polyethylene	1602DM	10gg 40°C	
25-000423	25LD00969	2025-06-04	SIT S.P.A.		6024430010 P10026BN0850 Paper – Polyethylene	1605DM	2 gg 20°C	
25-000423	25LD00969	2025-06-04	SIT S.P.A.		6024430010 P10026BN0850 Paper – Polyethylene	1606DM	10gg 40°C	
25-000423	25LD00969	2025-06-04	SIT S.P.A.		6024430010 P10026BN0850 Paper – Polyethylene	6015B	10gg 60°C	
25-000423	25LD00970	2025-06-01	SIT S.P.A.		6024430010 P10026BN0850 Paper – Polyethylene	1123SQ		
25-000423	25LD00970	2025-06-01	SIT S.P.A.		6024430010 P10026BN0850 Paper – Polyethylene	1124SQ		
25-000427	25LD00996	2025-06-02	NOVACART SPA		STAMPI DA COTTURA STD CON TACCA	3016		
25-000428	25LD00975	2025-06-09	NOVACART SPA		CARTA STAMPATA HERBSTGENUSS PRINTED PAER HERBST GENUSS	1502DEC		
25-000429	25LD00976	2025-06-09	LA MODERNA CARTOTECNICA S.R.L.		Panettone Basso B210-70 Marrone stampato Floreale Oro	1605_OLANDA	2 gg 20°C	
25-000429	25LD00976	2025-06-09	LA MODERNA CARTOTECNICA S.R.L.		Panettone Basso B210-70 Marrone stampato Floreale Oro	1606_OLANDA	10gg 40°C	
25-000429	25LD00976	2025-06-09	LA MODERNA CARTOTECNICA S.R.L.		Panettone Basso B210-70 Marrone stampato Floreale Oro	1502FRC_EXT		
25-000429	25LD00976	2025-06-09	LA MODERNA CARTOTECNICA S.R.L.		Panettone Basso B210-70 Marrone stampato Floreale Oro	6015_OLANDA		migrazione in acqua a caldo, limiti Chapter XI dutch commodity act
25-000433	25LD00983	2025-06-03	SIT S.P.A.		1044057_10 - P10008BS030G - VARNISH + INK + COEX WHITE PCR 30 my	1601UE	10gg 40°C	
25-000433	25LD00983	2025-06-03	SIT S.P.A.		1044057_10 - P10008BS030G - VARNISH + INK + COEX WHITE PCR 30 my	1602UE	10gg 40°C	
25-000433	25LD00983	2025-06-03	SIT S.P.A.		1044057_10 - P10008BS030G - VARNISH + INK + COEX WHITE PCR 30 my	1604UE	10gg 40°C	
25-000433	25LD00983	2025-06-03	SIT S.P.A.		1044057_10 - P10008BS030G - VARNISH + INK + COEX WHITE PCR 30 my	6015B	10gg 60°C	
25-000433	25LD00984	2025-06-03	SIT S.P.A.		1044057_10 - P10008BS030G - VARNISH + INK + COEX WHITE PCR 30 my	1123SQ		
25-000433	25LD00984	2025-06-03	SIT S.P.A.		1044057_10 - P10008BS030G - VARNISH + INK + COEX WHITE PCR 30 my	1124SQ		
25-000435	25LD00987/01	2025-06-04	GALBUSERA SPA		440000012 Film farcito VANIGLIA snack 40g DOLCIANDO (PP biorientato 20 µm + 18 µm PP coestruso metallizzato con saldante a freddo) (GEROSA) LOTTO	1604UE	10gg 40°C 	
25-000435	25LD00987	2025-06-04	GALBUSERA SPA		440000012 Film farcito VANIGLIA snack 40g DOLCIANDO (PP biorientato 20 µm + 18 µm PP coestruso metallizzato con saldante a freddo) (GEROSA) LOTTO	1113		campionare il cold seal
25-000435	25LD00987	2025-06-04	GALBUSERA SPA		440000012 Film farcito VANIGLIA snack 40g DOLCIANDO (PP biorientato 20 µm + 18 µm PP coestruso metallizzato con saldante a freddo) (GEROSA) LOTTO	1011		campionare il cold seal
25-000435	25LD00988	2025-06-04	GALBUSERA SPA		440000012 Film farcito VANIGLIA snack 40g DOLCIANDO (PP biorientato 20 µm + 18 µm PP coestruso metallizzato con saldante a freddo) (GEROSA) LOTTO	1123SQ		campionare il cold seal
25-000435	25LD00988	2025-06-04	GALBUSERA SPA		440000012 Film farcito VANIGLIA snack 40g DOLCIANDO (PP biorientato 20 µm + 18 µm PP coestruso metallizzato con saldante a freddo) (GEROSA) LOTTO	1124SQ		campionare il cold seal
25-000435	25LD00989	2025-06-04	GALBUSERA SPA		440000015 Sovraimballo Pacchetti Cracker Galbusera CA+FILM RSR CKS 380G (20 µm PP matt + 20 µm PP coestruso metallizzato AV) (SIT) LOTTO 6024239010 ARR 18/03/2025	1604UE	10gg 40°C - Annullato	
25-000435	25LD00989	2025-06-04	GALBUSERA SPA		440000015 Sovraimballo Pacchetti Cracker Galbusera CA+FILM RSR CKS 380G (20 µm PP matt + 20 µm PP coestruso metallizzato AV) (SIT) LOTTO 6024239010 ARR 18/03/2025	1501B	2h 70°C	
25-000435	25LD00989	2025-06-04	GALBUSERA SPA		440000015 Sovraimballo Pacchetti Cracker Galbusera CA+FILM RSR CKS 380G (20 µm PP matt + 20 µm PP coestruso metallizzato AV) (SIT) LOTTO 6024239010 ARR 18/03/2025	1113		
25-000435	25LD00989	2025-06-04	GALBUSERA SPA		440000015 Sovraimballo Pacchetti Cracker Galbusera CA+FILM RSR CKS 380G (20 µm PP matt + 20 µm PP coestruso metallizzato AV) (SIT) LOTTO 6024239010 ARR 18/03/2025	1011		
25-000435	25LD00990	2025-06-04	GALBUSERA SPA		440000001 Film neutro porzioni PP coestruso 25 µm H 180 (MANUCOR) LOTTO ARR 30/04/2025	1604UE	10gg 40°C	
25-000435	25LD00990	2025-06-04	GALBUSERA SPA		440000001 Film neutro porzioni PP coestruso 25 µm H 180 (MANUCOR) LOTTO ARR 30/04/2025	1011		
25-000435	25LD00991/01	2025-06-04	GALBUSERA SPA		440000010 Film 3M WAFER NOCCIOLATO 140G NG (PP biorientato 20 µm + 28 µm PP bianco metallizzato con saldante a freddo) (GEROSA) LOTTO 250514	1604UE	10gg 40°C 	
25-000435	25LD00991	2025-06-04	GALBUSERA SPA		440000010 Film 3M WAFER NOCCIOLATO 140G NG (PP biorientato 20 µm + 28 µm PP bianco metallizzato con saldante a freddo) (GEROSA) LOTTO 250514	1501B	2h 70°C	campionare il cold seal
25-000435	25LD00991	2025-06-04	GALBUSERA SPA		440000010 Film 3M WAFER NOCCIOLATO 140G NG (PP biorientato 20 µm + 28 µm PP bianco metallizzato con saldante a freddo) (GEROSA) LOTTO 250514	1113		campionare il cold seal
25-000435	25LD00991	2025-06-04	GALBUSERA SPA		440000010 Film 3M WAFER NOCCIOLATO 140G NG (PP biorientato 20 µm + 28 µm PP bianco metallizzato con saldante a freddo) (GEROSA) LOTTO 250514	1011		campionare il cold seal
25-000435	25LD00992	2025-06-04	GALBUSERA SPA		440000010 Film 3M WAFER NOCCIOLATO 140G NG (PP biorientato 20 µm + 28 µm PP bianco metallizzato con saldante a freddo) (GEROSA) LOTTO 250514	1123SQ		campionare il cold seal
25-000435	25LD00992	2025-06-04	GALBUSERA SPA		440000010 Film 3M WAFER NOCCIOLATO 140G NG (PP biorientato 20 µm + 28 µm PP bianco metallizzato con saldante a freddo) (GEROSA) LOTTO 250514	1124SQ		campionare il cold seal
25-000435	25LD00989	2025-06-04	GALBUSERA SPA		440000015 Sovraimballo Pacchetti Cracker Galbusera CA+FILM RSR CKS 380G (20 µm PP matt + 20 µm PP coestruso metallizzato AV) (SIT) LOTTO 6024239010 ARR 18/03/2025	1605DM	2 gg 20°C	
25-000435	25LD00989	2025-06-04	GALBUSERA SPA		440000015 Sovraimballo Pacchetti Cracker Galbusera CA+FILM RSR CKS 380G (20 µm PP matt + 20 µm PP coestruso metallizzato AV) (SIT) LOTTO 6024239010 ARR 18/03/2025	1606DM	10gg 40°C	
25-000440	25LD01003	2025-06-01	CHIMA S.R.L.		Superfici ambienti di lavoro_ Tamponi controllo microbiologico	1000_AMB		campioni direttamente in Ecol Studio
25-000440	25LD01004	2025-06-01	CHIMA S.R.L.		Superfici ambienti di lavoro_ Tamponi controllo microbiologico	1000_AMB		campioni direttamente in Ecol Studio
25-000440	25LD01005	2025-06-01	CHIMA S.R.L.		Superfici ambienti di lavoro_ Tamponi controllo microbiologico	1000_AMB		campioni direttamente in Ecol Studio
25-000440	25LD01006	2025-06-01	CHIMA S.R.L.		Superfici abbigliamento operatori post-operativa	1002_AMB		campioni direttamente in Ecol Studio
25-000440	25LD01007	2025-06-01	CHIMA S.R.L.		Superfici abbigliamento operatori post-operativa	1002_AMB		campioni direttamente in Ecol Studio
25-000440	25LD01008	2025-06-01	CHIMA S.R.L.		Superfici abbigliamento operatori post-operativa	1002_AMB		campioni direttamente in Ecol Studio
25-000440	25LD01009	2025-06-01	CHIMA S.R.L.		Superfici abbigliamento operatori post-operativa	1002_AMB		campioni direttamente in Ecol Studio
25-000440	25LD01010	2025-06-01	CHIMA S.R.L.		Superfici abbigliamento operatori post-operativa	1002_AMB		campioni direttamente in Ecol Studio
25-000440	25LD01011	2025-06-01	CHIMA S.R.L.		Superfici abbigliamento operatori post-operativa	1002_AMB		campioni direttamente in Ecol Studio
25-000440	25LD01012	2025-06-01	CHIMA S.R.L.		Superfici abbigliamento operatori post-operativa	1002_AMB		campioni direttamente in Ecol Studio
25-000440	25LD01013	2025-06-01	CHIMA S.R.L.		Superfici abbigliamento operatori post-operativa	1002_AMB		campioni direttamente in Ecol Studio
25-000440	25LD01014	2025-06-01	CHIMA S.R.L.		Superfici abbigliamento operatori post-operativa	1002_AMB		campioni direttamente in Ecol Studio
25-000440	25LD01015	2025-06-01	CHIMA S.R.L.		Superfici abbigliamento operatori post-operativa	1002_AMB		campioni direttamente in Ecol Studio
25-000440	25LD01016	2025-06-01	CHIMA S.R.L.		Superfici abbigliamento operatori post-operativa	1002_AMB		campioni direttamente in Ecol Studio
25-000440	25LD01017	2025-06-01	CHIMA S.R.L.		Mani operatore post-operativa	1007_AMB		campioni direttamente in Ecol Studio
25-000440	25LD01018	2025-06-01	CHIMA S.R.L.		Mani operatore post-operativa	1007_AMB		campioni direttamente in Ecol Studio
25-000440	25LD01019	2025-06-01	CHIMA S.R.L.		Mani operatore post-operativa	1007_AMB		campioni direttamente in Ecol Studio
25-000440	25LD01020	2025-06-01	CHIMA S.R.L.		Mani operatore post-operativa	1007_AMB		campioni direttamente in Ecol Studio
25-000440	25LD01021	2025-06-01	CHIMA S.R.L.		Mani operatore post-operativa	1007_AMB		campioni direttamente in Ecol Studio
25-000440	25LD01022	2025-06-01	CHIMA S.R.L.		Mani operatore post-operativa	1007_AMB		campioni direttamente in Ecol Studio
25-000440	25LD01023	2025-06-01	CHIMA S.R.L.		Mani operatore post-operativa	1007_AMB		campioni direttamente in Ecol Studio
25-000440	25LD01024	2025-06-01	CHIMA S.R.L.		Mani operatore post-operativa	1007_AMB		campioni direttamente in Ecol Studio
25-000440	25LD01025	2025-06-01	CHIMA S.R.L.		Mani operatore post-operativa	1007_AMB		campioni direttamente in Ecol Studio
25-000440	25LD01026	2025-06-01	CHIMA S.R.L.		Mani operatore post-operativa	1007_AMB		campioni direttamente in Ecol Studio
25-000440	25LD01027	2025-06-01	CHIMA S.R.L.		Mani operatore post-operativa	1007_AMB		campioni direttamente in Ecol Studio
25-000440	25LD01028	2025-06-01	CHIMA S.R.L.		Prodotto finito	1008_AMB		campioni direttamente in Ecol Studio
25-000442	25LD01030	2025-06-13	SIT S.P.A.		1042360_30 - P30888US0804 - OPP 12 + COEX WHITE MET 28 + PP CAST 40	1601UE	10gg 40°C	
25-000442	25LD01030	2025-06-13	SIT S.P.A.		1042360_30 - P30888US0804 - OPP 12 + COEX WHITE MET 28 + PP CAST 40	1602UE	10gg 40°C	
25-000442	25LD01030	2025-06-13	SIT S.P.A.		1042360_30 - P30888US0804 - OPP 12 + COEX WHITE MET 28 + PP CAST 40	1604UE	10gg 40°C	
25-000442	25LD01030	2025-06-13	SIT S.P.A.		1042360_30 - P30888US0804 - OPP 12 + COEX WHITE MET 28 + PP CAST 40	6015B	10gg 60°C	
25-000442	25LD01031	2025-06-03	SIT S.P.A.		1042360_30 - P30888US0804 - OPP 12 + COEX WHITE MET 28 + PP CAST 40	1123SQ		
25-000442	25LD01031	2025-06-03	SIT S.P.A.		1042360_30 - P30888US0804 - OPP 12 + COEX WHITE MET 28 + PP CAST 40	1124SQ		
25-000444	25LD01033	2025-06-30	ITP IND. TERMOPLASTICA PAVESE S.P.A		LAB24113	1601UE	2h a 100°C - single side	
25-000444	25LD01033	2025-06-30	ITP IND. TERMOPLASTICA PAVESE S.P.A		LAB24113	1602UE	2h a 100°C - single side	
25-000444	25LD01033	2025-06-30	ITP IND. TERMOPLASTICA PAVESE S.P.A		LAB24113	0000	1604UE - 2h a 100°C - single side - Annullata	
25-000445	25LD01034	2025-06-01	NOVACART SPA		STAMPI PANETTONE STAMPATI CON INCHIOSTRI A SOLVENTE/PANETTONE MOULD SOLVENT INK PRINTED	1502DEC		ex campione 25LD00411 - integrazione campione arrivata l'08/05/2025
25-000445	25LD01034	2025-06-01	NOVACART SPA		STAMPI PANETTONE STAMPATI CON INCHIOSTRI A SOLVENTE/PANETTONE MOULD SOLVENT INK PRINTED	6151_EXT	2h 80°C	ex campione 25LD00411 - integrazione campione arrivata l'08/05/2025
25-000446	25LD01035	2025-06-09	ECOL STUDIO SPA		25LD02766	1460CNT		Refertare solo CAS101-68-8; 2536-05-2; 5873-54-1
25-000447	25LD01036	2025-06-10	PIOVAN SPA		Piovan acqua vergine 	1123SQ_acqua		
25-000447	25LD01036	2025-06-10	PIOVAN SPA		Piovan acqua vergine 	1124SQ_acqua		
25-000447	25LD01037	2025-06-10	PIOVAN SPA		Piovan RUN 49 	1123SQ_acqua		
25-000447	25LD01037	2025-06-10	PIOVAN SPA		Piovan RUN 49 	1124SQ_acqua		
25-000447	25LD01038	2025-06-10	PIOVAN SPA		Piovan RUN 54	1123SQ_acqua		
25-000447	25LD01038	2025-06-10	PIOVAN SPA		Piovan RUN 54	1124SQ_acqua		
25-000450	25LD01045	2025-06-11	SIT S.P.A.		6027108010 - V20086TS0751 - OPP 25 + PE 50	1601UE	10gg 40°C	
25-000450	25LD01045	2025-06-11	SIT S.P.A.		6027108010 - V20086TS0751 - OPP 25 + PE 50	1602UE	10gg 40°C	
25-000450	25LD01045	2025-06-11	SIT S.P.A.		6027108010 - V20086TS0751 - OPP 25 + PE 50	1604UE	10gg 40°C	
25-000450	25LD01045	2025-06-11	SIT S.P.A.		6027108010 - V20086TS0751 - OPP 25 + PE 50	6015B	10gg 60°C	
25-000450	25LD01046	2025-06-11	SIT S.P.A.		6027108010 - V20086TS0751 - OPP 25 + PE 50	1123SQ		
25-000450	25LD01046	2025-06-11	SIT S.P.A.		6027108010 - V20086TS0751 - OPP 25 + PE 50	1124SQ		
25-000451	25LD01047	2025-06-01	SIT S.P.A.		1031481_10 - P10002UC0630 - VARNISH + PAPER METALLIZED 63gr + CS	1125	10gg 40°C - campionare 10% di cold seal	per approfondimento RT 24LD03183
25-000453	25LD01054	2025-06-04	KELSEN GROUP A/S		Trip choco delacre egg foil 55005436 b 122229 vb 6025895010	1113C		
25-000455	25LD01059	2025-06-09	ARTI GRAFICHE CASTELLO SPA		Cavallotto Raffaelli funghi - v.mail del 11/04/2025 - Lotto 250350	1123SQ		
25-000455	25LD01059	2025-06-09	ARTI GRAFICHE CASTELLO SPA		Cavallotto Raffaelli funghi - v.mail del 11/04/2025 - Lotto 250350	1124SQ		
25-000455	25LD01060	2025-06-30	ARTI GRAFICHE CASTELLO SPA		Cavallotto Raffaelli funghi - v.mail del 11/04/2025 - Lotto 250350	0006_EXT		
25-000456	25LD01061	2025-06-19	ARTI GRAFICHE CASTELLO SPA		Kit Sunlake - v. mail del 08/04/2025 - Lotto 250574	1601DM	10gg 40°C	campionare il fondo
25-000456	25LD01061	2025-06-19	ARTI GRAFICHE CASTELLO SPA		Kit Sunlake - v. mail del 08/04/2025 - Lotto 250574	1602DM	10gg 40°C	campionare il fondo
25-000456	25LD01061	2025-06-19	ARTI GRAFICHE CASTELLO SPA		Kit Sunlake - v. mail del 08/04/2025 - Lotto 250574	1605DM	2 gg 20°C	campionare il fondo
25-000456	25LD01061	2025-06-19	ARTI GRAFICHE CASTELLO SPA		Kit Sunlake - v. mail del 08/04/2025 - Lotto 250574	1606DM	10gg 40°C	campionare il fondo
25-000456	25LD01061	2025-06-19	ARTI GRAFICHE CASTELLO SPA		Kit Sunlake - v. mail del 08/04/2025 - Lotto 250574	1501B	10gg 60°C	campionare il fondo
25-000456	25LD01061	2025-06-19	ARTI GRAFICHE CASTELLO SPA		Kit Sunlake - v. mail del 08/04/2025 - Lotto 250574	1502B	10gg 60°C	campionare il fondo
25-000456	25LD01061	2025-06-19	ARTI GRAFICHE CASTELLO SPA		Kit Sunlake - v. mail del 08/04/2025 - Lotto 250574	6015B	10gg 60°C	campionare il fondo
25-000456	25LD01062	2025-06-09	ARTI GRAFICHE CASTELLO SPA		Kit Sunlake - v. mail del 08/04/2025 - Lotto 250574	1123SQ		campionare il fondo
25-000456	25LD01062	2025-06-09	ARTI GRAFICHE CASTELLO SPA		Kit Sunlake - v. mail del 08/04/2025 - Lotto 250574	1124SQ		campionare il fondo
25-000456	25LD01063	2025-06-30	ARTI GRAFICHE CASTELLO SPA		Kit Sunlake - v. mail del 08/04/2025 - Lotto 250574	0006_EXT		campionare il fondo
25-000458	25LD01065	2025-06-19	KÖR INNOVATIONS GERMANY GMBH		FBITX1ITC6ZA015IN01	0007		prove in triplo
25-000458	25LD01065	2025-06-19	KÖR INNOVATIONS GERMANY GMBH		FBITX1ITC6ZA015IN01	1123SQ		prove in triplo
25-000458	25LD01065	2025-06-19	KÖR INNOVATIONS GERMANY GMBH		FBITX1ITC6ZA015IN01	1124SQ	1 h 150°C	prove in triplo
25-000458	25LD01065	2025-06-19	KÖR INNOVATIONS GERMANY GMBH		FBITX1ITC6ZA015IN01	1127SQ		prove in triplo
25-000458	25LD01065	2025-06-19	KÖR INNOVATIONS GERMANY GMBH		FBITX1ITC6ZA015IN01	3016M		prove in triplo
25-000458	25LD01066	2025-06-19	KÖR INNOVATIONS GERMANY GMBH		FBITX1ITC5QB015OU01	1255E95	10gg 20°C	prove in triplo
25-000458	25LD01066	2025-06-19	KÖR INNOVATIONS GERMANY GMBH		FBITX1ITC5QB015OU01	6088E95_EXT_KOR	10gg 20°C	prove in triplo
25-000458	25LD01066	2025-06-19	KÖR INNOVATIONS GERMANY GMBH		FBITX1ITC5QB015OU01	6089E95_EXT_KOR	10gg 20°C	prove in triplo
25-000458	25LD01066	2025-06-19	KÖR INNOVATIONS GERMANY GMBH		FBITX1ITC5QB015OU01	0007		prove in triplo
25-000458	25LD01066	2025-06-19	KÖR INNOVATIONS GERMANY GMBH		FBITX1ITC5QB015OU01	1123SQ		prove in triplo
25-000458	25LD01066	2025-06-19	KÖR INNOVATIONS GERMANY GMBH		FBITX1ITC5QB015OU01	1124SQ	1 h 150°C	prove in triplo
25-000458	25LD01066	2025-06-19	KÖR INNOVATIONS GERMANY GMBH		FBITX1ITC5QB015OU01	1127SQ		prove in triplo
25-000458	25LD01066	2025-06-19	KÖR INNOVATIONS GERMANY GMBH		FBITX1ITC5QB015OU01	3016M		prove in triplo
25-000459	25LD01067	2025-06-19	SAMMONTANA SPA SOCIETà BENEFIT		MCA1025 CONT. VASCA RIBASSATA VETRINA 5L GRIGIA 2017 M125085044 ARTE - 17949025	1603UE	10gg 20°C	
25-000459	25LD01067	2025-06-19	SAMMONTANA SPA SOCIETà BENEFIT		MCA1025 CONT. VASCA RIBASSATA VETRINA 5L GRIGIA 2017 M125085044 ARTE - 17949025	1080CoCuC	10gg 20°C	
25-000459	25LD01067	2025-06-19	SAMMONTANA SPA SOCIETà BENEFIT		MCA1025 CONT. VASCA RIBASSATA VETRINA 5L GRIGIA 2017 M125085044 ARTE - 17949025	1256C	10gg 20°C	
25-000459	25LD01068	2025-06-19	SAMMONTANA SPA SOCIETà BENEFIT		MEA5123 CUPOLA TARTUFO NERO 2133R01G01 2025 TMC 04/2027 M125092010 ARTE - 18124025	1603DM	10gg 20°C	
25-000459	25LD01068	2025-06-19	SAMMONTANA SPA SOCIETà BENEFIT		MEA5123 CUPOLA TARTUFO NERO 2133R01G01 2025 TMC 04/2027 M125092010 ARTE - 18124025	1080ZnC_INT	10gg 20°C	
25-000459	25LD01068	2025-06-19	SAMMONTANA SPA SOCIETà BENEFIT		MEA5123 CUPOLA TARTUFO NERO 2133R01G01 2025 TMC 04/2027 M125092010 ARTE - 18124025	1410NPC	10gg 20°C	
25-000459	25LD01069	2025-06-09	SAMMONTANA SPA SOCIETà BENEFIT		MEA5123 CUPOLA TARTUFO NERO 2133R01G01 2025 TMC 04/2027 M125092010 ARTE - 18124025	1123SQ		
25-000459	25LD01069	2025-06-09	SAMMONTANA SPA SOCIETà BENEFIT		MEA5123 CUPOLA TARTUFO NERO 2133R01G01 2025 TMC 04/2027 M125092010 ARTE - 18124025	1124SQ		
25-000459	25LD01070	2025-06-16	SAMMONTANA SPA SOCIETà BENEFIT		MCA4492 BARATTOLINO SUBLIME NOCCIOLA 2238R01G01 USA 2025 M125112093 SEDA - JBD7301-180425	1603DM	10gg 20°C	
25-000459	25LD01071	2025-06-09	SAMMONTANA SPA SOCIETà BENEFIT		MCA4492 BARATTOLINO SUBLIME NOCCIOLA 2238R01G01 USA 2025 M125112093 SEDA - JBD7301-180425	1123SQ		
25-000459	25LD01071	2025-06-09	SAMMONTANA SPA SOCIETà BENEFIT		MCA4492 BARATTOLINO SUBLIME NOCCIOLA 2238R01G01 USA 2025 M125112093 SEDA - JBD7301-180425	1124SQ		
25-000459	25LD01072	2025-06-19	SAMMONTANA SPA SOCIETà BENEFIT		MCA3775 SORB. GUSTI VAR. STR/MAS/SPA/GIAN. 0460R17G03 ISCC PLUS 2025 M125106091 STAMPLAST - 260325087-270325	1603UE	10gg 20°C	
25-000459	25LD01072	2025-06-19	SAMMONTANA SPA SOCIETà BENEFIT		MCA3775 SORB. GUSTI VAR. STR/MAS/SPA/GIAN. 0460R17G03 ISCC PLUS 2025 M125106091 STAMPLAST - 260325087-270325	1080AIC	10gg 20°C	
25-000459	25LD01072	2025-06-19	SAMMONTANA SPA SOCIETà BENEFIT		MCA3775 SORB. GUSTI VAR. STR/MAS/SPA/GIAN. 0460R17G03 ISCC PLUS 2025 M125106091 STAMPLAST - 260325087-270325	1342C	10gg 20°C	
25-000459	25LD01072	2025-06-19	SAMMONTANA SPA SOCIETà BENEFIT		MCA3775 SORB. GUSTI VAR. STR/MAS/SPA/GIAN. 0460R17G03 ISCC PLUS 2025 M125106091 STAMPLAST - 260325087-270325	1455C	10gg 20°C	
25-000459	25LD01073	2025-06-09	SAMMONTANA SPA SOCIETà BENEFIT		MCA3775 SORB. GUSTI VAR. STR/MAS/SPA/GIAN. 0460R17G03 ISCC PLUS 2025 M125106091 STAMPLAST - 260325087-270325	1123SQ		
25-000459	25LD01073	2025-06-09	SAMMONTANA SPA SOCIETà BENEFIT		MCA3775 SORB. GUSTI VAR. STR/MAS/SPA/GIAN. 0460R17G03 ISCC PLUS 2025 M125106091 STAMPLAST - 260325087-270325	1124SQ		
25-000459	25LD01074	2025-06-19	SAMMONTANA SPA SOCIETà BENEFIT		MIA2422 FILM STECCO BISCOTTO PLASMON MONO R01G01 2025 M125064040 CELLOGRAFICA GEROSA - 241522/SO	1603UE	10gg 20°C	campionare cold seal - richiesta del clinete
25-000459	25LD01074	2025-06-19	SAMMONTANA SPA SOCIETà BENEFIT		MIA2422 FILM STECCO BISCOTTO PLASMON MONO R01G01 2025 M125064040 CELLOGRAFICA GEROSA - 241522/SO	0000	1604UE - 10gg 20°C - Annullato	
25-000459	25LD01074	2025-06-19	SAMMONTANA SPA SOCIETà BENEFIT		MIA2422 FILM STECCO BISCOTTO PLASMON MONO R01G01 2025 M125064040 CELLOGRAFICA GEROSA - 241522/SO	1168CNT		campionare cold seal - richiesta del clinete
25-000459	25LD01074	2025-06-19	SAMMONTANA SPA SOCIETà BENEFIT		MIA2422 FILM STECCO BISCOTTO PLASMON MONO R01G01 2025 M125064040 CELLOGRAFICA GEROSA - 241522/SO	6092CNT		campionare cold seal - richiesta del clinete
25-000459	25LD01075	2025-06-09	SAMMONTANA SPA SOCIETà BENEFIT		MIA2422 FILM STECCO BISCOTTO PLASMON MONO R01G01 2025 M125064040 CELLOGRAFICA GEROSA - 241522/SO	1123SQ		campionare cold seal - richiesta del clinete
25-000459	25LD01075	2025-06-09	SAMMONTANA SPA SOCIETà BENEFIT		MIA2422 FILM STECCO BISCOTTO PLASMON MONO R01G01 2025 M125064040 CELLOGRAFICA GEROSA - 241522/SO	1124SQ		campionare cold seal - richiesta del clinete
